pattern,meaning,title,explanation,category,example_sentence,example_translation
～も～ば～も／～も～なら～も,"～も～し、～も  （前に述べたことの上に後のことを加える時の表現。プラスとプラス、またはマイナスとマイナスの言葉が使われる。）  Cũng ~ cũng ~ . (Mẫu câu dùng khi thêm một việc nữa vào những điều trình bày đằng trước, các từ ngữ tiêu cực + tiêu cực hoặc tích cực + tích cực được sử dụng)",N2 Grammar,[名]＋も＋  [動－ば]        ＋[名]＋も              [い形－ければ]              [な形－なら],jlpt_grammar,父はお酒も飲めばタバコも吸うので、健康が心配だ。,"Bố rượu cũng uống, thuốc cũng hút, vì thế nên sức khoẻ rất đáng lo."
～やら～やら,～や～など  Liệt kê,N2 Grammar,[動－辞書形]          [動－辞書形]      [い形－い]      ＋やら   [い形－い]       ＋やら      [名]             [名],jlpt_grammar,帰国前は飛行機を予約するやらおみやげを買うやらで忙しい。,"Trước khi về nước, tất bật với đặt vé máy bay, mua quà lưu niệm…"
～にかわって／～にかわり接続   [名]＋にかわって,今までの～ではなく（今までに使われていたものが別のものに変わることを表す。）  Bây giờ thì ~ không.... (Biểu thị việc thay đổi một thứ đã được sử dụng thành một thứ khác),N2 Grammar,,jlpt_grammar,ここでは、人間にかわってロボットが作業をしている。,"Ở đây, robot đang làm việc thay cho con người."
～だらけ,"～がたくさんある・～がたくさんついている  （汚(きたな)いもの、いやなものがたくさんあったり、表面についたりしていることを表す。）  ~ có đầy, được gắn đầy. Nói về những thứ bẩn, đáng ghét có đầy hoặc đang dính đầy.",N2 Grammar,[名]＋だらけ,jlpt_grammar,このレポートは字が間違いだらけで読みにくい。,"Bản báo cáo này đầy chữ đánh nhầm, đọc khó."
～っぽい,～のように感じる・～のように見える  Cảm thấy như là ~ ; Thấy như là ~,N2 Grammar,[い形－O]      [名]      ＋っぽい,jlpt_grammar,このテーブルは高いのに安っぽく見える。,Cái bàn này dù đắt nhưng nhìn rẻ tiền.
～がたい,～するのは難しい・なかなか～することができない  Khó làm ~ ; gần như không thể ~,N2 Grammar,[動－ます形]＋がたい,jlpt_grammar,彼女がそんなことをするは、信じがたい。,"Cô ấy đến việc đó mà cũng làm được, thật khó tin."
～がちだ／～がちの,～することが多い・～しやすい  Việc làm ~ là nhiều; ~ dễ làm; có chiều hướng ~,N2 Grammar,[動－ます形]     [名]        ＋がちだ,jlpt_grammar,雪が降ると、電車は遅れがちだ。,"Khi tuyết rơi, tàu thường hay trễ."
～気味,少し～の感じがある  Hơi có cảm giác là ~,N2 Grammar,[動－ます形]     [名]      ＋気味,jlpt_grammar,仕事が忙しくて、最近少し疲れ気味だ。,Vì công việc bận nên gần đây hơi thấy mệt.
～げ,～そう  （見てその人の気持ちが感じられる様子を表す。） Chỉ trạng thái cảm nhận được về tâm trạng của một người. Vẻ~,N2 Grammar,[い形－O]     [な形－O]    ＋げ,jlpt_grammar,彼女は悲しげな様子で話した。,Cô ấy đã nói chuyện với dáng vẻ buồn thảm.
～かけだ／～かけの／～かける,"～し始めて、まだ～終わっていない途中の状態を表す。  Chỉ trạng thái giữa chừng, mới bắt đầu ~, chưa kết thúc ~",N2 Grammar,[動－ます形]＋かけだ,jlpt_grammar,この仕事はやりかけですから、そのままにしておいてください。,Công việc này mới bắt đầu làm nên cứ để như thế.
～きる／～きれる／～きれない,"すっかり～する | 最後まで～できる | 最後まで～できない  Hoàn toàn, hết cả ~ / đến cuối cùng có thể, không thể ~",N2 Grammar,[動－ます形]＋きる,jlpt_grammar,木村さんは疲れきった顔をして帰って来た。,Anh Kimura với bộ mặt mệt phờ đã về.
～ぬく,最後まで頑張って～する・非常に～する  ~đến cùng. Cố gắng đến cuối cùng làm ~ / Làm ~ một cách phi thường.,N2 Grammar,[動－ます形]＋ぬく,jlpt_grammar,途中、失敗もありましたが、何とかこの仕事をやりぬくことができました。,"Giữa chừng tuy cũng có thất bại, nhưng dù thế nào thì công việc này đã được làm đến cùng."
～こそ／～からこそ,強調を表す。  Thể hiện ý nhấn mạnh,N2 Grammar,[名]＋こそ     [動・い形・な形・名]の普通形＋からこそ,jlpt_grammar,今度こそ試合に勝ちたい。,Muốn thắng trận trong chính năm nay.
～に比べて／～に比べ,～を基準にして程度の違いなどを言う。  So với.... ; Nói về mức độ khác nhau so với ~ lấy làm tiêu chuẩn.,N2 Grammar,[名]＋に比べて,jlpt_grammar,兄に比べて、弟はよく勉強する。,"So với anh trai, ông em học chăm hơn."
～さえ／～でさえ,"～も・～でも  （特に、ある極端(きょくたん)なものを例に出して、他のものも、[もちろん～]という時に使う。）  Lấy cái ví dụ cực đoan, đáo để để diễn đạt những thứ khác (ở mức độ thấp hơn) là đương nhiên.",N2 Grammar,[名]＋さえ,jlpt_grammar,そこは電気さえない山奥(やまおく)だ。,"Chỗ đó ở tít trong núi, đến điện cũng không có. (thì còn có Internet làm sao được )"
～など／～なんか／～なんて 接続   [名]＋など,"（例としてあげ、表現を軽く、やわらかくしたい時に使う。 ）  Dùng khi muốn nêu lên một ví dụ để muốn làm nhẹ, đánh giá thấp.",N2 Grammar,,jlpt_grammar,「この機械に詳(くわ)しい人はいませんか。」「彼など詳しいと思いますよ。 」,Có ai biết tường tận về cái máy này không? Tôi nghĩ như anh ấy là người biết rõ đấy.
～に関して（は）／～に関しても／～に関する,"～について（の）  Liên quan đến, về ~",N2 Grammar,[名]＋に関して,jlpt_grammar,計画変更に関しては、十分検討する必要がある。,Cần phải kiểm tra kỹ càng về việc thay đổi kế hoạch.
～に加えて／～に加え,～の上にさらに  Ngoài ra; thêm vào đó,N2 Grammar,[名]＋に加(くわ)えて,jlpt_grammar,電気代に加えて、ガス代までが値上がりした。,Giá điện rồi đến giá gas cũng tăng lên.
～に答えて／～にこたえ／～にこたえる／～にこたえた,"～に応じて  （ほかからのはたらきかけに応じる。 ）  Ứng với, đối với ~ (đáp ứng với tác động từ bên ngoài)",N2 Grammar,［名］＋にこたえて,jlpt_grammar,社員の要求にこたえて、労働時間を短縮(たんしゅく)した。,"Đáp ứng yêu cầu của nhân viên, thời gian làm việc đã được rút ngắn."
～に沿(そ)って／～に沿い／～に沿う／～に沿った,"～に従(したが)って・～のとおりに  Sở dĩ, vì vậy, do vậy, theo ~",N2 Grammar,［名］＋に沿って,jlpt_grammar,決まった方針に沿って、新しい計画を立てましょう。,"Theo phương châm đã quyết định, hãy lập kế hoạch mới."
～に反して／～に反し／～に反する／～に反した,～と反対に・～と逆に  Trái ngược với; tương phản với,N2 Grammar,［名］＋に反して,jlpt_grammar,神の意向に反して、人間は自然を破壊(はかい)している。,"Trái với ý hướng của thần linh, con người đang phá hoại tự nhiên."
～に基づいて／～に基づき／～に基づく／～に基づいた,"～を基礎にして・～を根拠にして  Lấy ~ làm cơ sở, căn cứ",N2 Grammar,［名］＋に基づいて,jlpt_grammar,調査した資料に基づいて、レポートを書かなければならない。,Cần phải viết báo cáo dựa trên các tư liệu đã điều tra.
～にわたって／～に渡り／～にわたる／～にわたった,"時間的、空間的にその範囲全体に広がっていることを表す。  Biểu thị sự trải rông trên phạm vi toàn thể mang tính thời gian, không gian.",N2 Grammar,［名］＋にわたって,jlpt_grammar,陳さんは病気のため、２か月に渡って学校を休んだ。,Anh Trần do bị bệnh nên đã nghỉ học trong suốt hai tháng.
～ばかりか／～ばかりでなく,"～だけでなく・その上  Không chỉ ~, ngoài ra còn…",N2 Grammar,［動・い形・な形・名］の名詞修飾型  （ただし［名－の］の［の］はつかない。 ）,jlpt_grammar,林さんのお宅でごちそうになったばかりか、おみやげまでいただいた。,"Ở nhà anh Hayashi, không chỉ được ăn ngon mà còn có cả quà mang về nữa."
～にしたがって／～にしたがい    従い／したがい,"～と一緒に  （一方の変化とともに他方も変わることを表す。 ） Cùng với ~ (Biểu thị việc cùng với sự thay đổi theo một hướng nào đó, một hướng khác cũng thay đổi)",N2 Grammar,[動－辞書形]     [名]        ＋にしたがって,jlpt_grammar,高く登るにしたがって、見晴(みは)らしがよくなった。,"Khi lên cao, tầm nhìn cũng rõ hơn."
～はもとより／～はもちろん,～は、言う必要がないくらい当然で  ~ thì đương nhiên đến mức không cần nói.,N2 Grammar,［名］＋はもとより,jlpt_grammar,私が生まれた村は、電車はもとより、バスも通(かよ)っていない。,"Ngôi làng mà tôi đã sinh ra thì xe điện là đương nhiên, xe bus cũng không lưu thông."
～もかまわず,～を気にしないで・～に気を使わず平気で  Không bận tâm đến ~ / dửng dưng không đếm xỉa đến ~,N2 Grammar,［名］＋もかまわず,jlpt_grammar,人の迷惑もかまわず、電車の中で携帯電話で話している人がいる。,"Không cần quan tâm đến việc làm phiền người khác, vẫn có người nói chuyện di động trong tàu điện."
～をこめて,"気持ちをその中に入れて  Gửi gắm tâm tư, tình cảm vào ~",N2 Grammar,［名］＋をこめて,jlpt_grammar,母は私のために心をこめて、セーターを編んでくれた。,"Gửi gắm tất cả tình cảm của mình, mẹ đã đan cho tôi chiếc áo len."
～を通じて／～を通して 接続   ［名］＋を通じて,"その期間始めから終わりまでずっと  Trong khoảng thời gian đó từ đầu đến cuối, liên tục.",N2 Grammar,,jlpt_grammar,あの地方は、１年を通じて雨が多い。,"Ở địa phương đó, trong suốt năm mưa nhiều."
～をめぐって／～をめぐる,"～を中心にそれに関係あることについて  Nói về quan hệ liên quan đến trung tâm là ~, quanh~",N2 Grammar,［名］＋をめぐって,jlpt_grammar,その法案の賛否をめぐって、活発な議論が交(か)わされた。,Vì tán thành hay phủ quyết dự luật đó mà những thảo luận sôi nổi đã được trao đổi.
～あまり,非常に～ので Vì ~ bất thường nên…,N2 Grammar,［動－辞書形 | た形］        ［な形－な］        ［名－の］          ＋あまり,jlpt_grammar,子供の将来を思うあまり、厳しすぎることを言ってしまった。,Chỉ vì nghĩ đến tương lai của con mà tôi đã lỡ nói lời quá nghiêm khắc.
～一方／～一方で（は）,"～のに対して  （対比を表す。）  Mặt khác, trái lại… (thể hiện sự so sánh)",N2 Grammar,［動・い形・な形・名］の名詞修飾型＋一方  （ただし［な形－である］［名－である］も使う。）,jlpt_grammar,私の仕事は夏は非常に忙しい一方、冬は暇になる。,"Công việc của tôi thì trái với mùa hè bận túi bụi, mùa đông lại nhàn hạ."
～上で（は）／～上の／～上でも／～上での,～してから  Xong ~ rồi…,N2 Grammar,［動－た形］       ［名－の］    ＋上で,jlpt_grammar,みんなの意見を聞いた上で決めました。,Nghe ý kiến của mọi người xong rồi quyết định.
～限り（は）／～かぎりでは／～ないかぎり（は）,"～する間は・～するうちは  （［～かぎり（は）］が使われる。 ）  Giới hạn, hạn chế, hạn trong ~",N2 Grammar,［動－辞書形］       ［い形－い］       ［な形－な］       ［名－の | である］    ＋かぎり,jlpt_grammar,日本にいるかぎり、丹さんは私に連絡してくれるはずだ。,"Chừng nào còn ở Nhật, anh Đan chắc chắn sẽ liên lạc với tôi."
～（か）と思うと／～（か）と思ったら,"～するとすぐ  Làm xong ~ ngay lập tức…, vừa thấy là ~ thì",N2 Grammar,［動－た形］＋（か）と思うと,jlpt_grammar,リーさんは［さようなら］と言ったかと思うと教室を飛び出していった。,Vừa thấy cô Li nói [Sayounara] xong đã chạy biến ra khỏi phòng học.
～につれて／～につれ,"～と一緒に  （一方の変化とともに他方も変わることを表す。 ）  Cùng với ~ (Biểu thị việc cùng với sự thay đổi theo một hướng nào đó, một hướng khác cũng thay đổi)",N2 Grammar,[動－辞書形]        [名]        ＋につれて,jlpt_grammar,品質がよくなるにつれて、値段が高くなる。,"Khi chất lượng tốt lên, giá cũng trở nên đắt."
～か～ないかのうちに,"～とほぼ同時に  （一つのことが終わったかどうかはっきりしないうちに、続いてすぐ次のことが起きる。）  Việc này chưa qua, việc khác đã xảy ra.",N2 Grammar,［動－辞書形 | た形］＋か＋［動－ない形］＋ないかのうちに,jlpt_grammar,ヘビースモーカーの彼は、タバコを１本吸い終わったか終わらないかのうちに、また次のタバコに火をつけた。,Người nghiện thuốc nặng như anh ấy thì điếu này còn cháy dở đã châm điếu khác.
～からいうと／～からいえば／～からいって,～の点で見ると  Nhìn từ quan điểm ~,N2 Grammar,［名］＋からいうと,jlpt_grammar,中国は人口からいうと世界一だが、人口密度は日本よりずっと低い。,"Trung Quốc nói về dân số thì đứng đầu thế giới, nhưng mật độ dân số thấp hơn Nhật nhiều."
～からといって,～だけの理由で  Chỉ vì lý do ~ ; tuy nhiên; tuy thế mà; không nhất thiết; chỉ vì; với lý do là,N2 Grammar,［動・い形・な形・名］の普通形＋からと言って,jlpt_grammar,お金があるからといって偉いわけではない。,Chì vì có tiền thì không có nghĩa là người giỏi giang.
～から見ると／～から見れば／～から見て（も）,"～から考えると  Nhìn từ ~ , xét theo ~",N2 Grammar,［名］＋から見ると,jlpt_grammar,子供の教育という点からみると、豊かすぎる生活は、必ずしもいいとは言えない。,"Nhìn từ quan điểm giáo dục trẻ em, chưa hẳn cuộc sống quá sung túc là tốt."
～きり（だ）,～だけ  Chỉ có ~,N2 Grammar,［動－辞書形 | た形］  ［名］             ＋きり,jlpt_grammar,彼女は、何を聞いても笑っているきりで、答えない。,"Cô ấy nghe gì cũng chỉ cười, chả đáp lại lời nào."
～くせに,"～のに・～にもかかわらず  （軽蔑(けいべつ)・非難する気持ちを表す。）  Dù; mặc dầu; lại còn; ngay cả ~ (Diễn tả tâm trạng khinh miệt, quở trách)",N2 Grammar,［動・い形・な形・名］の名詞修飾型＋くせに,jlpt_grammar,よく知らないくせに、あの人は何でも説明したがる。,"Dù là chả biết mấy, ông kia cái gì cũng muốn giải thích."
～ことから,ので  （その理由を述べて後ろの文の根拠を示す。）  Bởi vì ~ (Nói lí do là căn cứ cho câu sau),N2 Grammar,［動・い形・な形・名］の名詞修飾型＋ことから  （ただし［名－の］の形は使わない。 ［名 －である］を使う。［な形－である］も使う。）,jlpt_grammar,道がぬれていることから、昨夜、雨が降ったことがわかった。,Vì là đường ướt nên biết là đêm qua trời mưa.
～ことに（は）,"（話者の気持ち・感情を先に述べて強調する時に使う。）  Đặc biệt là; một cách đặc biệt; đặc biệt (Nhấn mạnh trước cảm tình, tâm trạng người nói)",N2 Grammar,［動－た形］        ［い形－い］        ［な形－な］      ＋ことに,jlpt_grammar,驚(おどろ)いたことに、私の祖父と恋人のおじいさんは小学校時代の友達だったそうだ。,"Ngạc nhiên quá cơ, nghe nói ông tôi và ông của người yêu lại là bạn hồi tiểu học."
～上（は）／～上も／～上の,～の視点から考えて  Xét từ quan điểm~,N2 Grammar,［名］＋上,jlpt_grammar,京都には歴史上有名なお寺が数多(かずおお)くある。,Kyoto xét về mặt lịch sử thì có rất nhiều chùa nổi tiếng.
～た末（に）／～た末の／～の末（に）,長い間～をしたあとで            Rất lâu sau khi ~,N2 Grammar,［動－た］        ［名］の        ＋末,jlpt_grammar,いろいろ考えた末(すえ)、会社を辞めることにした。,"Sau khi đã suy nghĩ rất nhiều, tôi đã nghỉ việc."
～に対して（は）／～に対し／～に対しても／～に対する,"～に  （対象・相手を示す。）  Về việc, đối với~ ; chỉ đối tượng, đối phương",N2 Grammar,[名]＋に対して,jlpt_grammar,"お客様に対して失礼なことを言ってはいけません。  Đối với khách hàng, cấm nói điều thất lễ. (3) いいことをした人に対し、表彰状(ひょうしょうじょう)が贈られる。  Với người làm việc tốt, sẽ được tặng giấy khen. (4) 陳さんは日本の経済だけではなく日本の文化に対しても、興味を持っている。  Anh Trần không chỉ có hứng thú với kinh thế Nhật Bản mà còn cả với văn hoá Nhật nữa. (5) 被害者に対する補償問題を検討する。",Chúng tôi xem xét vấn đề bồi thường với người bị hại.
～たところ,～たら  （あることをしたら、その結果がどうなったかを表す表現。）  Sau ~ (sau khi làm cái đó thì kết quả sẽ như thế nào đó),N2 Grammar,［動－た形］＋ところ,jlpt_grammar,新しいワープロを使ってみたところ、とても使いやすかった。,Thử dùng cái máy tính mới xong mới biết là nó dễ sử dụng thế.
～ついでに,"（あることをする時にその機械を利用してもう一つのこともすることを表す。）  Nhân tiện; tiện thể (Lúc làm việc gì đó, lợi dụng cơ hội đó làm một việc khác)",N2 Grammar,［動－辞書形 | た形］        ［名－の］          ＋ついでに,jlpt_grammar,銀行へ行くついでにこの手紙を出してくれませんか。,Tiện thể đến ngân hàng anh gửi cho em lá thư này được không ạ?
～というと／～といえば,（その話題に関係する代表的なものを取り上げる時に使う。）  Lấy lên một ví dụ làm đại diện liên quan đến chủ đề ~.,N2 Grammar,［名］＋というと,jlpt_grammar,スポーツの祭典というと、まずオリンピックですね。,Nói về ngày hội thể thao thì trước hết phải là Olympic nhỉ?
～といったら,"（感嘆(かんたん)・驚(おどろ)き・期待はずれの感情（プラス、マイナスの両方）を表す。）  Nói về cảm xúc thán phục, ngạc nhiên, ngoài mong đợi (cả tiêu cực và tích cực)",N2 Grammar,［名］＋といったら,jlpt_grammar,息子の部屋の汚(きたな)いことといったら、ひどいものです。,Về độ bẩn của phòng con giai tôi thì rất kinh khủng.
～というより,"（～だが、それよりむしろ～と言ったほうが適切だと言い直す時に使う。）  Là ~ , nhưng cái nói đằng sau mới là thích đáng hơn.",N2 Grammar,［動・い形・な形・名］の普通形＋というより  （ただし［な形］と［名］は［だ］がつかないことが多い。）,jlpt_grammar,彼の言い方は勧(すす)めているというより、強制しているようだ。,Cách nói của anh ta có vẻ là đang thuyết phục nhưng thực ra là đang cưỡng ép mọi người.
～ば～ほど,"（一方の程度が高くなると、もう一方の程度も高くなる。）  Càng ~ càng ~ . Mặt này có mức độ cao lên, thêm một mặt khác cũng có mức độ cao lên.",N2 Grammar,［動－ば］＋［動－辞書形］        ［い形－ければ］＋［い形－い］        ［な形－なら | であれば］＋［な形－な | である］      ＋ほど        ［名－なら | であれば］＋［名－である］,jlpt_grammar,練習すればするほど上手になります。,Càng luyện tập thì càng giỏi.
～ほど,"（一方の程度が変わると、一緒に他方の程度も変化する。）  Mặt này có mức độ thay đổi, cùng lúc một mặt khác cũng thay đổi mức độ.",N2 Grammar,［動－辞書形］        ［い形－い］        ［な形－な］      ［名］        ＋ほど,jlpt_grammar,相撲では、太っているほど有利だ。,Sumo thì càng béo càng có lợi.
～かのようだ／～かのような／～かのように,実際にはそうではないが、～のようだ  Thực tế thì không phải vậy nhưng có vẻ như là ~,N2 Grammar,［動・い形・な形・名］の普通形＋かのようだ  （ただし、［な形－だ］［名－だ］は［な形－である］［名－である］となるが、［である］がない場合もある。）,jlpt_grammar,激(はげ)しい雨と風は、まるで台風が来たかのようだ。,"Gió mưa dữ dội quá, như là bão về thật ấy."
～つつある,（だんだん）＋ている  Dần dần đang,N2 Grammar,［動－ます形］＋つつある,jlpt_grammar,景気は徐々(じょじょ)に回復しつつある。,Tình hình đang từ từ được khôi phục.
～てたまらない／～てしようがない,非常に～  （前に感情・感覚を表す言葉がきて、それを押(お)さえられない様子を表す。 ）  Không thể kìm nén được.,N2 Grammar,［動－て形］        ［い形－くて］        ［な形－で］        ＋たまらない,jlpt_grammar,頭痛(ずつう)がしてたまらないので、近くの病院に行った。,Do đau đầu không chịu được tôi đã phải đi bệnh viện gần nhà.
